고유번호,언어,상호명,콘텐츠URL,주소,신주소,전화번호,웹사이트,운영시간,교통정보,홈페이지 언어,대표메뉴
11680,ko,부산아구 ,https://korean.visitseoul.net/restaurants/부산아구/KOP011680?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011680,135-811 서울 강남구 논현동 16-1 ,06038 서울 강남구 강남대로150길 10 (논현동) ,02-546-9947,,매일 10:00~01:00,3호선 신사역 3번 출구  ,,"아구찜, 아구꽃게섞어찜, 꽃게찜, 낙지찜"
5703,ko,코코브루니,https://korean.visitseoul.net/restaurants/코코브루니1/KOP005700?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005700,135-120 서울시 강남구 신사동 666-10 ,06019 서울특별시 강남구 선릉로 803  (신사동) ,02-517-1875,http://www.cocobruni.co.kr/,09:00 - 22:30,7호선 강남구청역 3번 출구 분당선 압구정로데오역 5번 출구 ,,초콜릿 커피
5136,ko,대가방,https://korean.visitseoul.net/restaurants/대가방/KOP005136?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005136,135-819 서울 강남구 논현동 99-7 99-7,06056 서울 강남구 선릉로145길 13 (럭스웨이빌딩) ,02-544-6336,https://daegabang.modoo.at/,"평일 11:30 - 15:00  / 17:00 - 21:30 토, 공휴일 11:30 - 21:30",7호선 강남구청역 3번 출구  ,,"탕수육, 유니짜장면, 매운짬뽕, 다섯가지냉채, 해물삭스핀"
10709,ko,여수오동도,https://korean.visitseoul.net/restaurants/여수오동도/KOP010709?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010709,135-843 서울 강남구 대치동 913-7 ,06202 서울 강남구 삼성로71길 7 ,02-557-0039,,"평일 11:00~15:00, 16:00~22:00 / 주말 11:00~22:00",2호선 선릉역 1번 출구,,"갯장어, 병어, 전어"
13494,ko,섭지코지,https://korean.visitseoul.net/restaurants/섭지코지1/KOP013494?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013494,136-823 서울특별시 성북구 성북동 97-24,02837 서울특별시 성북구 성북로 118-5 (성북동) ,02-3673-5600,,매일 11:00 ~ 22:00,4호선 한성대입구역 5번 출구  ,,"회코스, 옥돔구이, 복탕, 민어탕"
2877,ko,한국회관,https://korean.visitseoul.net/restaurants/한국회관/KOP002877?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002877,100-180 서울 중구 다동 98-1 ,04522 서울 중구 을지로3길 30-5 ,02-753-9292,,매일 11:30 ~ 22:00 ,2호선 을지로입구역 2번 출구,,"꽃등심, 오겹살, 김치전골"
4561,ko,산하,https://korean.visitseoul.net/restaurants/산하/KOP004557?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004557,150-890 서울 영등포구 여의도동 44-14 44-14,"07333 서울 영등포구 여의대방로 383 (여의도동, 경도빌딩) ",02-782-1420,,매일 11:00 ~ 21:00,9호선 샛강 2번 출구  ,,만두
2463,ko,쌍다리돼지불백,https://korean.visitseoul.net/restaurants/쌍다리기사식당/KOP002463?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002463,136-824 서울 성북구 성북동 109-2 ,02879 서울 성북구 성북로23길 4 ,02-743-0325,,매일 09:00 - 21:00,4호선 한성대입구역 5번 출구,,"돼지불백, 낚지볶음, 돼지불백비빔"
6278,ko,한스케익,https://korean.visitseoul.net/restaurants/한스케익/KOP006277?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006277,135-891 서울 강남구 신사동 570 570,06031 서울 강남구 논현로167길 21 (신사동) ,02-515-4677,http://www.hanscake.co.kr/,09:30 ~ 22:00,3호선 압구정역 4번 출구  ,,베이커리
5278,ko,올바른음식소문(잠원점),https://korean.visitseoul.net/restaurants/올바른음식소문잠원점1/KOP005277?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005277,137-907 서울 서초구 잠원동 66-2 파스텔프라자 1층 일품한우,06521 서울 서초구 신반포로33길 27 ,02-558-2378,http://www.somoonfood.com,11:00 - 22:00,3호선 잠원 2번 출구 7호선 반포 5번 출구 ,,한우 생등심 양념왕갈비 주물럭세트
3776,ko,린즈컵케이크,https://korean.visitseoul.net/restaurants/린즈컵케이크/KOP003773?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003773,135-788 서울 강남구 압구정동 455 ,"06004 서울 강남구 압구정로29길 68 (압구정동, 현대아파트) 지하 1층",02-792-0804,,10:00 ~ 20:00,3호선 압구정역 1번 출구,,컵케이크
5757,ko,마포숯불갈비,https://korean.visitseoul.net/restaurants/마포숯불갈비/KOP005757?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005757,135-816 서울 강남구 논현동 62-3 62-6,"06048 서울 강남구 도산대로 232 (논현동, 청학아파트) 에이동",02-516-1522,,매일 11:00 ~ 06:00,7호선 학동 10번 출구 ,,"돼지갈비, 한우차돌박이, 한우생등심, 소양념갈비"
4459,ko,잔치집,https://korean.visitseoul.net/restaurants/잔치집/KOP004459?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004459,110-300 서울 종로구 관훈동 56-1 ,03146 서울 종로구 인사동12길 12-3 ,02-732-0322,,매일 11:00~22:00,3호선 안국역 6번 출구,,"잔치상, 소담밥상, 베플상"
15860,ko,좋은세상만들기,https://korean.visitseoul.net/restaurants/좋은세상만들기/KOP015860?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP015860, 서울 영등포구 양평동4가 32-4 ,07212 서울 영등포구 선유로 248-13 (양평동4가) ,070-4412-5700,,17:30 ~ 23:50,"2, 9호선 당산역 12번 출구",,
5498,ko,청담골,https://korean.visitseoul.net/restaurants/청담골1/KOP005496?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005496,135-949 서울 강남구 청담동 19-17 19-17,"06064 서울 강남구 선릉로148길 48 (청담동, 미준빌딩) ",02-543-1252,,10:30 ~ 16:00 / 17:00 ~ 21:50,7호선 강남구청역 4번 출구  ,,일반한식
5422,ko,정식당,https://korean.visitseoul.net/restaurants/정식당1/KOP005422?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005422,135-954 서울 강남구 청담동 83-24 ,06014 서울 강남구 선릉로158길 11 (청담동) ,02-517-4654,http://www.jungsik.kr/,"12:00~15:00, 17:30~22:00",3호선 압구정역 4번 출구 분당선 압구정로데오역 4번 출구,,"점심코스, 저녁코스"
6016,ko,리북손만두,https://korean.visitseoul.net/restaurants/리북손만두/KOP006014?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006014,100-170 서울 중구 무교동 27 27,04520 서울 중구 무교로 17-13 (무교동) ,02-776-7361,,"평일 11:00~21:00, 주말 11:00~20:00",1호선 시청역 4번 출구  ,,"만두국, 접시만두, 김치말이밥, 김치말이국수"
10611,ko,가미분식,https://korean.visitseoul.net/restaurants/가미분식/KOP010608?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010608,  ,03767 서울 서대문구 이화여대8길 2 무궁화상가아파트 ,02-364-3948,,10:00~20:30,2호선 이대역 3번 출구에서 207m  ,,"가미우동 7,500원"
1641,ko,오미가(신사점) ,https://korean.visitseoul.net/restaurants/오미가-신사점/KOP001641?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001641,135-892 서울 강남구 신사동 585-13 ,06032 서울 강남구 논현로 833 (재경빌딩) ,02-543-1145,,"매일 11:30~15:00, 17:00~21:30",3호선 압구정역 4번 출구 ,,"오미가 한정식, 오미가 돌솥밥"
31005,ko,델리인디아,https://korean.visitseoul.net/restaurants/델리인디아/KOP031005?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP031005,121-895 서울 마포구 서교동 402-6 2층,04048 서울 마포구 독막로9길 8 (서교동) 2층,02-2631-2109,http://www.instagram.com/delhi_india_seokyo,매일 11:00 ~ 22:30,6호선 상수역 1번 출구 ,,
5681,ko,마오,https://korean.visitseoul.net/restaurants/마오/KOP005679?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005679,135-950 서울 강남구 청담동 22-20 22-20,06062 서울 강남구 도산대로56길 17 (청담동) ,02-514-8803,,매일 11:30~22:00,7호선 강남구청역 4번 출구  ,,"북경오리, 소고기 훠궈, 자장면, 마오면"
10723,ko,카페모네,https://korean.visitseoul.net/restaurants/카페모네/KOP010722?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010722,  ,03004 서울시 종로구 자하문로 33-5 ,02-395-6030,,AM 10:00 ~ PM 10:00 ,3호선 경복궁역2번출구 도보로 5분,,
5659,ko,쟈니덤플링,https://korean.visitseoul.net/restaurants/쟈니덤플링/KOP005659?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005659, 서울 용산구 이태원동 74-24 ,04391 서울 용산구 보광로59길 33 (이태원동) ,02-790-8831,,매일 11:30 ~ 20:30,6호선 이태원역 4번 출구,,"군만두 반달, 송이물만두, 새우물만두"
6042,ko,무등산,https://korean.visitseoul.net/restaurants/무등산/KOP006042?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006042,135-948 서울 강남구 청담동 1-15 1-15,"06062 서울 강남구 선릉로146길 3 (청담동, 승봉빌딩) ",0507-1409-4017,http://www.moodeungsan.com,10:00 - 22:00,7호선 강남구청역 3-1번 출구  ,,
2836,ko,주빈,https://korean.visitseoul.net/restaurants/주빈kr/KOP002836?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002836,150-886 서울특별시 영등포구 여의도동 36,07331 서울특별시 영등포구 의사당대로 127 (여의도동) ,0507-1309-7970,http://www.jubean-coffee.com,10:00 ~ 20:00,5호선 여의도역 5번 출구  ,,
4713,ko,고향집,https://korean.visitseoul.net/restaurants/고향집/KOP004710?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004710,135-821 서울 강남구 논현동 115-5 115-5,06061 서울 강남구 언주로134길 20 (논현동) ,02-543-6363,,"월~금 11:00~14:30, 17:00~22:00 / 토 11:00~15:00",7호선 강남구청 3번 출구  ,,일반한식
10825,ko,마포진짜원조최대포,https://korean.visitseoul.net/restaurants/마포진짜원조최대포/KOP010823?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010823,121-803 서울특별시 마포구 공덕동 255-5,04213 서울특별시 마포구 마포대로 112-4  (공덕동) ,0507-1333-9293,,11:00 ~ 23:00 ,5호선 공덕역 5번 출구  ,,돼지갈비 소금구이 갈매기살 껍데기
27458,ko,정애맛담,https://korean.visitseoul.net/restaurants/정애맛담/KOP027458?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP027458,156-815 서울 동작구 사당동 91-177 ,06997 서울 동작구 동작대로29나길 10  ,0507-1355-9096,https://www.jeongaematdam.com/,방문 전 전화 또는 카카오톡 문의,4?7호선 총신대입구(이수)역 14번 출구,한국어,"말랑인절미, 앙버떡"
14040,ko,몽중헌,https://korean.visitseoul.net/restaurants/몽중헌/KOP014039?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014039, 서울 강남구 청담동 97 100-6,"06015 서울 강남구 도산대로 445 (청담동, M빌딩) 지하 1층",02-3446-7887,http://www.mongjungheon.co.kr/,"평일 11:30~15:00, 17:30~22:00, 주말 11:30~15:00, 17:30~21:30",분당선 압구정로데오역 4번 출구,,"시그니처 딤섬, 광동식 전가복, 유린기, 후난식 볶음밥"
7434,ko,하나로회관,https://korean.visitseoul.net/restaurants/하나로회관/KOP007430?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007430,110-290 서울 종로구 인사동 194-4 194-4 하나로빌딩 지하1층,"03162 서울 종로구 인사동5길 25 (인사동, 하나로빌딩) ",0507-1402-7451,http://www.하나로회관.kr/,11:30 ~ 15:00 / 17:00 ~ 21:30,1호선 종각역 3번출구 도보3분  ,,
10846,ko,명동돈가스,https://korean.visitseoul.net/restaurants/명동돈가스/KOP010843?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010843,100-021 서울특별시 중구 명동1가 59-13,04534 서울특별시 중구 명동3길 8 (명동1가) ,02-775-5300,,11:00 ~ 21:00,2호선 을지로입구역 6번 출구  ,,돈가스
11849,ko,루카511,https://korean.visitseoul.net/restaurants/루카511/KOP011845?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011845,135-955 서울 강남구 청담동 115-16 115-14,"06010 서울 강남구 도산대로81길 40 (청담동, LUKE511빌딩) ",02-540-6640,https://www.instagram.com/luka511_seoul/,매일 11:30 ~ 15:30 / 17:30 ~ 22:00,분당선 압구정로데오역 2번 출구,,"런치코스, 디너코스"
542,ko,뀌쏭82 ,https://korean.visitseoul.net/restaurants/뀌쏭82/KOP000542?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP000542,135-855 서울 강남구 도곡동 453-16 ,06302 서울 강남구 양재천로 167 아성빌딩 1층,02-529-3582,,"화~토 12:00~15:00, 18:00~22:00 / 일요일 12:00~15:00, 18:00~21:30",3호선 매봉역 4번 출구   ,,"암돼지삼겹살, 퐁피두(광어와 루꼴라)"
441,ko,울프강 스테이크 하우스,https://korean.visitseoul.net/restaurants/울프강스테이크하우스/KOP000441?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP000441,135-954 서울 강남구 청담동 89-6 ,"06016 서울 강남구 선릉로152길 21 (청담동, 영인빌딩) ",0507-1486-8700,http://www.wolfgangssteakhouse.co.kr/,매일 11:00 ~ 22:00,분당선 압구정로데오역 4번 출구,"한국어,영어",포터하우스 스테이크
6514,ko,백년옥,https://korean.visitseoul.net/restaurants/백년옥/KOP006514?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006514,137-867 서울 서초구 서초동 1450-6 ,06719 서울 서초구 남부순환로 2407 ,02-523-2860,https://baengnyeonok.modoo.at/,매일 10:00~21:00,3호선 남부터미널역 5번 출구,,"자연식 순두부, 뚝배기 순두부, 팥동지죽, 팥칼국수"
7194,ko,참설농탕,https://korean.visitseoul.net/restaurants/참설농탕/KOP007190?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007190,137-070 서울 서초구 서초동 1340,06729 서울특별시 서초구 효령로 424 (서초동) ,02-3471-2488,,24시간 영업,3호선 양재역 2번 출구  ,,설렁탕
1154,ko,올댓재즈,https://korean.visitseoul.net/restaurants/올댓재즈/KOP001154?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001154,140-863 서울 용산구 이태원동 112-4 ,04350 서울 용산구 이태원로27가길 12 ,02-795-5701,,"일~목 18:00~24:00, 금~토 18:00~01:00",6호선 이태원역 2번 출구,,재즈바
7175,ko,오선채,https://korean.visitseoul.net/restaurants/오미가양재점/KOP007175?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007175,137-130 서울 서초구 양재동 1-23 단성빌딩,06738 서울특별시 서초구 남부순환로 2634-8  (양재동) 단성빌딩,02-578-9411,,매일 11:30~15:00 / 17:30~21:30,3호선 양재역 5번 출구  ,,"오선채 한정식, 오선채 돌솥밥 한정식, 오선채 간장게장정식"
6509,ko,동아냉면,https://korean.visitseoul.net/restaurants/동아냉면/KOP006509?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006509, 서울 용산구 한남동 657-43 265-576,04401 서울 용산구 대사관로 45-1 (한남동) ,02-796-7442,,09:30 ~ 21:00,6호선 이태원역 3번 출구  ,,"물냉면, 비빔냉면, 만두"
6284,ko,동표골뱅이,https://korean.visitseoul.net/restaurants/을지로골뱅이/KOP006284?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006284,100-845 서울 중구 을지로2가 199-18 199-18,04534 서울 중구 명동9길 43 (을지로2가) ,02-778-1322,,평일 16:00 - 01:00 토 16:00 - 23:30,2호선 을지로입구 5번 출구  ,,"골뱅이, 계란말이, 노가리, 먹태"
4372,ko,목란,https://korean.visitseoul.net/restaurants/목란-KR/KOP004372?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004372,120-110 서울 서대문구 연희동 132-28 ,03703 서울 서대문구 연희로15길 21 ,02-732-0054,,화~일 11:30 ~ 15:00 / 17:00 ~ 21:20,2호선 홍대입구 5번 출구  ,,"동파육, 칠리새우"
11062,ko,국시집,https://korean.visitseoul.net/restaurants/국시집/KOP011062?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011062,136-023 서울특별시 성북구 성북동1가 9,02880 서울특별시 성북구 창경궁로43길 9 (성북동1가) ,02-762-1924,,11:30 ~ 14:30 / 17:00 ~ 21:00,4호선 한성대입구역 5번 출구  ,,"국시, 전, 문어"
4225,ko,다락정,https://korean.visitseoul.net/restaurants/다락정/KOP004225?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004225,110-230 서울 종로구 삼청동 127-2 ,03049 서울 종로구 삼청로 131-1 ,02-725-1697,,매일 11:00~21:30 ,3호선 안국역 1번 출구   ,,"김치만두전골, 토장만두전골, 만두국, 비지정식"
4641,ko,신미식당 ,https://korean.visitseoul.net/restaurants/신미식당/KOP004641?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004641,135-894 서울 강남구 신사동 615 ,06023 서울 강남구 압구정로 214 (현대종합상가빌딩) ,02-516-4900,,11:00 ~ 15:00 / 17:00 ~ 22:00,3호선 압구정역 2번 출구   ,,"생삼겹살, 감자탕, 부대찌개, 북어탕"
2983,ko,신가예촌,https://korean.visitseoul.net/restaurants/예촌신가--YeachonShinga/KOP002981?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002981, 서울 서초구 서초동 1355-17 ,"06733 서울 서초구 서운로 11 (서초동, 서초대우디오빌) ",0507-1321-0986,,평일 11:00 ~ 15:00 / 17:00 ~ 22:00 주말 11:00 ~ 15:00 / 16:30 ~ 21:00,3호선 양재역 1번 출구  ,,한정식
4951,ko,로씨니,https://korean.visitseoul.net/restaurants/로씨니/KOP004951?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004951,110-250 서울 종로구 재동 55 ,03059 서울 종로구 북촌로 18 ,02-766-8771,,평일 12:00 ~ 15:00 / 18:00 ~ 22:00 ,3호선 안국역 2번 출구   ,,"안심스테이크, 양갈비석쇠구이"
4406,ko,필경재,https://korean.visitseoul.net/restaurants/필경재-KR/KOP004406?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004406,135-886 서울 강남구 수서동 739-1 ,06352 서울 강남구 광평로 205 ,0507-1472-2116,http://www.philkyungjae.co.kr ,"매일 12:00~15:00, 18:00~22:00 ",3호선 수서역 1번 출구,,"미정식, 죽정식, 국화정식"
6655,ko,다원,https://korean.visitseoul.net/restaurants/다원/KOP006651?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006651, 서울특별시 성북구 성북동 330-115,02822 서울특별시 성북구 대사관로 3 (성북동) ,02-765-3000,http://www.samcheonggak.or.kr/,11:00 ~ 22:00 ,4호선 한성대입구역 5번 출구  ,,전통차
5515,ko,두꺼비정육점식당,https://korean.visitseoul.net/restaurants/두꺼비정육점식당/KOP005515?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005515,135-841 서울 강남구 대치동 906-21 ,06197 서울 강남구 역삼로 421 ,02-445-8742,,"평일 11:00~22:00, 주말 11:00~21:00","2호선, 분당선 선릉역 1번 출구  ",,"설렁탕, 불고기뚝배기, 육회비빔밥, 불고기전골"
38027,ko,카페 레이어드 더현대서울점,https://korean.visitseoul.net/restaurants/카페-레이어드-더현대서울점/KOP038027?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP038027, 서울 영등포구 여의도동 22 ,"07335 서울 영등포구 여의대로 108 (여의도동, 파크원) 더현대서울 지하 1층",02-3277-8551,,평일 10:30 ~ 20:00 주말 10:30 ~ 20:30,5호선 여의나루역 1번 출구에서 427m ,,"바질 스콘 5,300원 갈릭 크림 스콘 5,500원 딸기 스콘 5,200원"
5341,ko,전주청국장집,https://korean.visitseoul.net/restaurants/전주식당청국장집1/KOP005341?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005341,137-903 서울특별시 서초구 잠원동 19-6,06526 서울특별시 서초구 나루터로 70 (잠원동) ,02-541-3579,,"평일 10:00~16:00, 17:00~22:00 주말 07:00~16:00, 17:00~22:00",3호선 신사역 4번 출구  ,,"청국장, 오징어볶음, 된장찌개, 제육볶음, 간장게장"
5527,ko,카페먼데이투선데이,https://korean.visitseoul.net/restaurants/카페먼데이투선데이1/KOP005525?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005525,135-517 서울특별시 강남구 청담동 93-13,06016 서울특별시 강남구 도산대로67길 13-3 (청담동) ,0507-1353-2217,,11:00 ~ 23:00,3호선 압구정역 3번 출구  ,,카페
11450,ko,남도식당,https://korean.visitseoul.net/restaurants/남도식당/KOP011450?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011450,110-130 서울 종로구 청진동 204-1 ,03156 서울 종로구 종로3길 42 ,02-734-0719,,10:00 ~ 14:00 / 16:00 ~ 22:00 ,5호선 광화문역 4번 출구,,"연탄삼겹살, 연탄소불고기, 육회, 병어찜, 김치전골 "
12841,ko,안동장,https://korean.visitseoul.net/restaurants/안동장-K/KOP012838?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012838, 서울특별시 중구 을지로3가 315-18,04550 서울특별시 중구 을지로 124 (을지로3가) ,02-2266-3814,,평일 11:30 ~ 21:00 주말 11:30 ~ 20:00,"3호선, 2호선 을지로3가역 10번 출구  ",,"굴짬뽕, 삼선짬뽕, 기스면"
14423,ko,스시타츠,https://korean.visitseoul.net/restaurants/스시타츠/KOP014420?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014420,135-010 서울특별시 강남구 논현동 8-6,06040 서울특별시 강남구 도산대로28길 18 (논현동) ,02-514-3336,,매일 12:00 ~ 15:00 / 18:00 ~ 22:00,7호선 학동역 7번 출구  ,,스시오마카세
7134,ko,초우마을,https://korean.visitseoul.net/restaurants/초우마을1/KOP007130?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007130,130-090 서울 동대문구 휘경동 329,02446 서울특별시 동대문구 회기로28길 8 (휘경동) ,02-957-2266,,11:00 ~ 22:00 ,"1호선, 경의중앙선 회기역 1번 출구 도보 2분",,소고기구이
43452,ko,다락,https://korean.visitseoul.net/restaurants/2023--028/KOPyubahz?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPyubahz, 서울 마포구 도화동 340 ,"04172 서울 마포구 도화2길 8 (도화동, 에어몰 빌딩) ",02-706-0519,,09:30~22:00,5호선 마포역 3번 출구에서 299m,,"쟁반떡볶이, 즉석떡볶이"
13177,ko,평래옥,https://korean.visitseoul.net/restaurants/평래옥1/KOP013176?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013176,100-032 서울특별시 중구 저동2가 18-1,04550 서울특별시 중구 마른내로 21-1 (저동2가) ,02-2267-5892,,11:30 ~ 15:30 / 17:00 ~ 22:00 ,2호선 을지로3가역 11번 출구  ,,초계탕
2995,ko,삼호짱뚱이,https://korean.visitseoul.net/restaurants/삼호짱뚱이/KOP002995?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002995,135-816 서울 강남구 논현동 64 ,06049 서울 강남구 도산대로34길 11 ,02-547-1416,http://삼호짱뚱이.kr/,매일 11:00 ~ 22:00,7호선 학동역 10번 출구  ,,"민도정식, 남도정식, 병어조림"
5182,ko,미피아체,https://korean.visitseoul.net/restaurants/미피아체-KR/KOP005182?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005182,135-517 서울 강남구 청담동 97-22 97-22,"06015 서울 강남구 압구정로80길 19-2 (청담동, 삼영빌딩) 1,2층",02-516-6317,https://www.instagram.com/restaurant_mipiace/,12:00 ~ 15:00 / 18:00 ~ 21:30,분당선 압구정로데오역 4번 출구  ,,"스페인산 이베리코 하몽, 매콤한 닭 그릴, 어란 오일 파스타, 성게알 로제 파스타"
6214,ko,부산복집,https://korean.visitseoul.net/restaurants/부산복집/KOP006210?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006210, 서울 중구 충무로3가 57-6 49-2,04554 서울 중구 수표로2길 25 (충무로3가) ,0507-1317-6334,,평일 10:00~21:30 주말 10:00~21:00,"3호선, 4호선 충무로역 6번 출구",,"복매운탕, 복지리, 복불고기"
5640,ko,산띠,https://korean.visitseoul.net/restaurants/산띠/KOP005640?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005640,121-837 서울 마포구 서교동 347-18 ,04053 서울 마포구 와우산로27길 70 ,02-6052-3989,http://www.shantifood.com,11:30~22:00,"2호선, 경의중앙선, 공항철도 홍대입구역 9번 출구",,"탄두리치킨, 치킨머라이카밥, 치킨세쿠와"
7874,ko,라미띠에,https://korean.visitseoul.net/restaurants/라미띠에/KOP007874?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007874, 서울 강남구 청담동 81-7 ,06015 서울 강남구 도산대로67길 30 (청담동) 2층,02-546-9621,https://lamitie.modoo.at/,12:00 ~ 15:00 / 18:00 ~ 22:00,분당선 압구정로데오역 3번 출구  ,,"점심코스, 저녁코스"
7092,ko,부림정 숯불갈비,https://korean.visitseoul.net/restaurants/부림정-숯불갈비1/KOP007088?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007088,143-301 서울 광진구 자양4동 52-2,05082 서울특별시 광진구 뚝섬로 476-7 (자양동) ,02-463-5455,http://blog.kbmyshop.com/부림정숯불갈비,10:00 - 22:00 ,7호선 뚝섬유원지역 4번출구 2호선 건대입구역 6번출구  ,,돼지갈비
30808,ko,함초간장게장,https://korean.visitseoul.net/restaurants/함초간장게장/KOP030808?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP030808,100-860 서울 중구 충무로2가 11-1 ,04537 서울 중구 명동8가길 27 (충무로2가) 지하 1층,02-318-1624,,매일 11:30 ~ 22:00,4호선 명동역 8번 출구,,"전복장, 간장게장정식"
27206,ko,능라밥상,https://korean.visitseoul.net/restaurants/능라밥상/KOP027206?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP027206, 서울 종로구 행촌동 1-64 ,"03026 서울 종로구 사직로2길 14 (행촌동, 권율장군집터) ",02-747-9907,https://blog.naver.com/reeran2000,"11:00-15:00, 16:00-21:00",3호선 독립문역 3번 출구 ,한국어,"평양냉면, 평양온반, 어복쟁반,"
29991,ko,하이비스,https://korean.visitseoul.net/restaurants/하이비스/KOP029991?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP029991,100-141 서울 중구 의주로1가 32-2 ,"04517 서울 중구 통일로 102 (의주로1가, 바비엥-1) 2층",02-577-3434,https://www.hibis.co.kr/,06:30~22:00,5호선 서대문역 6번 출구 1?2호선 시청역 10번 출구 2?5호선 충정로역 3번 출구,"한국어, 영어",
29990,ko,할랄가이즈 강남점,https://korean.visitseoul.net/restaurants/할랄가이즈-강남점/KOP029990?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP029990, 서울 서초구 서초동 1309-8 ,06611 서울 서초구 강남대로69길 8 (서초동) ,02-595-1800,,매일 11:00~22:00,"9호선 신논현역 6번 출구 2호선,신분당선 강남역 10번 출구",,"콤보 플래터, 콤보 샌드위치"
12894,ko,청수정,https://korean.visitseoul.net/restaurants/청수정/KOP012894?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012894,110-230 서울특별시 종로구 삼청동 88-23,03054 서울특별시 종로구 삼청로 91  (삼청동) ,0507-1366-8293,,11:00 ~ 15:00 / 17:00 ~ 20:30,3호선 안국역 1번 출구  ,,"홍합밥정식, 홍합비빔밥, 홍합밥도시락, 불고기덮밥, 뽈데기탕"
29047,ko,장충동 족발골목,https://korean.visitseoul.net/restaurants/장충동-족발골목/KOP029047?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP029047,100-391 서울 중구 장충동1가 56-17 ,04616 서울 중구 장충단로 175 (장충동1가) ,,,,3호선 동대입구역 3번 출구,,
